,username,date,content,preprocess_content,sentiment,sentiment_score
9510,akinyemitayor,2018-07-24 11:02:33+00:00,@nduVictorO @segalink @EndSars Exactly but people should stood there ground wt great determination ...I wish everyone could do that,nduvictoro segalink endsars exactly people stood ground wt great determination wish,positive,0.99399733543396
9511,Randy1ng,2018-07-24 10:19:38+00:00,"@nduVictorO @segalink @EndSars Any results they print out for you in 2019 is what you will take...take it or leave it. Nigerians don't have the liver to challenge tyranny, just one bullet &amp; the crowd will disperse hurriedly.

Buhari should push us enough for us to wake up,  if not,  we'll live with our mistake",nduvictoro segalink endsars results print 2019 taketake leave nigerians dont liver challenge tyranny bullet amp crowd disperse hurriedly buhari push wake live mistake,negative,0.999576985836029
9512,iam_VictorN,2018-07-24 09:19:50+00:00,"@akinyemitayor @segalink @EndSars Poverty!

Plucking off the feathers of a chicken will cause it pain and regret, but throw grains at it, and it'll run unto you again.

That's the strategy these folks emplore.

They've done it in time past.. Recently they tried it in Ekiti..

Corporate scammers!",akinyemitayor segalink endsars poverty plucking feathers chicken cause pain regret throw grains itll run unto thats strategy folks emplore theyve time past recently tried ekiti corporate scammers,negative,0.9989128112792969
9513,TALK_BEMZ,2018-07-24 09:18:31+00:00,@nduVictorO @segalink @EndSars Well said!!!,nduvictoro segalink endsars said,negative,0.6591668725013733
9514,iam_VictorN,2018-07-24 09:16:28+00:00,"@TALK_BEMZ @segalink @EndSars A better candidate is what we should hope for..

As for being fooled, I refused to be fooled this time.. The man that'll vote Buhari or APC again is the fool that will be fooled AGAIN.

Even as we pray, let's warn the unknowing about the blunder Nigerians made in time past.",talkbemz segalink endsars better candidate hope fooled refused fooled time man thatll vote buhari apc fool fooled pray lets warn unknowing blunder nigerians time past,negative,0.9398432970046997
9515,akinyemitayor,2018-07-24 09:08:13+00:00,@nduVictorO @segalink @EndSars Nigerians are part of there problems...come 2019 You’ll see people rushing to sell there votes...I wonder why people do that,nduvictoro segalink endsars nigerians problemscome 2019 you’ll people rushing sell votesi wonder people,negative,0.9830531477928162
9516,TALK_BEMZ,2018-07-24 09:06:36+00:00,"@nduVictorO @segalink @EndSars My bro, we might be at the verge again. History will for sure repeat itself. Funny enough this war might be a strategy they have employed to fool us again.

let's sha pray. but for now am not seeing any better candidate",nduvictoro segalink endsars bro verge history sure repeat funny war strategy employed fool lets sha pray seeing better candidate,positive,0.8899934887886047
9517,iam_VictorN,2018-07-24 09:03:37+00:00,"@segalink @EndSars This was the freedom they had during GEJ.. 

A democratic president banning a TV station as on of his first acts was a clear indicator..

Hopefully, Nigerians won't make the same mistake come 2019.",segalink endsars freedom gej democratic president banning tv station acts clear indicator hopefully nigerians wont mistake come 2019,negative,0.7950339317321777
9518,Kingajor,2018-07-19 07:23:56+00:00,@segalink @EndSars Are we ready to walk the walk... cos i see we really talk the talk...,segalink endsars ready walk walk cos talk talk,negative,0.9661160707473755
9519,ugoblaze90,2018-07-19 06:13:15+00:00,"@YomiShogunle @RuggedyBaba @PoliceNG_PCRRU @PoliceNG Absolute non sense, &amp; moreover, this is not @RuggedyBaba mean. He only spoke of identification not support. @endsars @reformsars",yomishogunle ruggedybaba policengpcrru policeng absolute non sense amp ruggedybaba mean spoke identification support endsars reformsars,negative,0.884337306022644
9520,jnr_dauda,2018-07-19 04:16:02+00:00,"@segalink @EndSars I guess it was expected at some point, it also means they can bleed",segalink endsars guess expected point means bleed,negative,0.9999136924743652
9521,WaleMartinz,2018-07-18 21:37:26+00:00,@segalink @EndSars They can’t stop us from using Twitter @segalink lol. Even @realDonaldTrump uses Twitter . We are in the military regime not democracy,segalink endsars can’t stop twitter segalink lol realdonaldtrump uses twitter military regime democracy,negative,0.9995887875556946
9522,MandateNaija,2018-07-18 20:56:59+00:00,"@OluSeyiOjeleye @segalink @EndSars Truth is a defense, For progress we need to express truth not go against it. Hiding the truth will not do us any good. To see clearly it pays to accept a fault  to move on in the right direction. please stop feeding deception, the consequences of dat is before us shine your eyes",oluseyiojeleye segalink endsars truth defense progress need express truth hiding truth good clearly pays accept fault right direction stop feeding deception consequences dat shine eyes,positive,0.6509318351745605
9523,Mikepeter2657,2018-07-18 20:15:31+00:00,@segalink @EndSars Know this one for years nw,segalink endsars know years nw,positive,0.6174742579460144
9524,Blaqwilliams1,2018-07-18 20:13:39+00:00,@segalink @EndSars Oh it’s glaring. No one of them is talking about it. But we will make them talk soon enough,segalink endsars oh it’s glaring talking talk soon,negative,0.9777057766914368
9525,Nkiii,2018-07-18 20:11:05+00:00,We press on for the good that it will bring @EndSARS #ReformPoliceNG https://t.co/tTt0hpq8yn,press good bring endsars reformpoliceng,positive,0.9643839597702026
9526,ValMary89666872,2018-07-18 20:08:32+00:00,"@segalink @adeyanjudeji @EndSars Adolf Hitler was more lenient than Buhari, putting into consideration the prevailing circumstance",segalink adeyanjudeji endsars adolf hitler lenient buhari putting consideration prevailing circumstance,negative,0.9742083549499512
9527,segalink,2018-07-18 20:03:13+00:00,I learnt some media houses have been warned not to associate with @EndSARS #ReformPoliceNG likewise. They have been threatened but the beat goes on. Power is a slippery pole. No one can gag the truth. The demise of this admin no doubt will require a major disaster. #MarkMyWords https://t.co/3V9O1Aob3Q,learnt media houses warned associate endsars reformpoliceng likewise threatened beat goes power slippery pole gag truth demise admin doubt require major disaster markmywords,negative,0.9982783794403076
9528,SORDHIC44,2018-07-16 21:05:10+00:00,@yabaleftonline SARS won kill all the youth finish abi @ENDSARS,yabaleftonline sars won kill youth finish abi endsars,positive,0.8290523886680603
9529,terryrichie,2018-07-16 15:48:42+00:00,@sabaliyonkonte1 @DoDeRightThing @Crosseyednerd @YomiShogunle @segalink @EndSars Good day sir,sabaliyonkonte1 doderightthing crosseyednerd yomishogunle segalink endsars good day sir,positive,0.983077347278595
9530,Siktunezz,2018-07-16 13:38:48+00:00,@toblux_tibsy @sabaliyonkonte1 @Crosseyednerd @YomiShogunle @segalink @EndSars Don’t give them your phone ! Show them whatever you want if you like but never give them your phone !,tobluxtibsy sabaliyonkonte1 crosseyednerd yomishogunle segalink endsars don’t phone want like phone,negative,0.9888733625411987
9531,cassie_HRS,2018-07-16 12:16:21+00:00,@sabaliyonkonte1 @Chris_Goth @Crosseyednerd @YomiShogunle @segalink @EndSars I totally agree,sabaliyonkonte1 chrisgoth crosseyednerd yomishogunle segalink endsars totally agree,positive,0.8168537616729736
9532,Exclusivesammy2,2018-07-16 12:12:33+00:00,@sabaliyonkonte1 @Crosseyednerd @YomiShogunle @segalink @EndSars See them looking like monsters and ex convict https://t.co/x9FGdNF5tq,sabaliyonkonte1 crosseyednerd yomishogunle segalink endsars looking like monsters ex convict,negative,0.9998384714126587
9533,Crosseyednerd,2018-07-16 12:03:30+00:00,@sabaliyonkonte1 @YomiShogunle @segalink @EndSars I completely concur with this,sabaliyonkonte1 yomishogunle segalink endsars completely concur,negative,0.925222635269165
9534,AJamesvon,2018-07-16 10:39:43+00:00,@sabaliyonkonte1 @Crosseyednerd @YomiShogunle @segalink @EndSars Oga boss thief ke Abi bokoharam #EndSARS,sabaliyonkonte1 crosseyednerd yomishogunle segalink endsars oga boss thief ke abi bokoharam endsars,negative,0.9674282670021057
9535,toblux_tibsy,2018-07-16 09:28:45+00:00,"@sabaliyonkonte1 @Siktunezz @Crosseyednerd @YomiShogunle @segalink @EndSars As a youth what can we do to stop this??i was harass by a sars sometimes ago at sango,they searched my phone they find nothing the next thing they will check is my twitter account to see if I’m among those that are in the movement to end sars",sabaliyonkonte1 siktunezz crosseyednerd yomishogunle segalink endsars youth stop thisi harass sars ago sangothey searched phone find thing check twitter account i’m movement end sars,negative,0.9989198446273804
9536,toblux_tibsy,2018-07-16 09:24:31+00:00,"@sabaliyonkonte1 @Siktunezz @Crosseyednerd @YomiShogunle @segalink @EndSars When they first started they are throughly a strong squad,sir the problem I think we have in our country is that nobody is ready to fight for the less privileged,even when they’re disband I don’t think this harassment will stopped..",sabaliyonkonte1 siktunezz crosseyednerd yomishogunle segalink endsars started throughly strong squadsir problem think country ready fight privilegedeven they’re disband don’t think harassment stopped,negative,0.9745144844055176
9537,Siktunezz,2018-07-16 09:18:57+00:00,@sabaliyonkonte1 @Crosseyednerd @YomiShogunle @segalink @EndSars When last did we hear of armed robbers ? Not so long ago cos they’ve got uniforms now!,sabaliyonkonte1 crosseyednerd yomishogunle segalink endsars hear armed robbers long ago cos they’ve got uniforms,negative,0.8910717964172363
9538,sukoleee,2018-07-12 15:49:03+00:00,"@segalink @IAmLe_Ke @callme_deemoe @RuggedyBaba @koredebello Amen,  God please @Endsars",segalink iamleke callmedeemoe ruggedybaba koredebello amen god endsars,positive,0.9503863453865051
9539,Ijaya1,2018-07-11 15:38:21+00:00,Did this man drop from an helicopter or what 🤣 no be teargas imagine what we normal citizens face in the hands of police everyday! Ask @endsars https://t.co/nLrMBPN6x7,man drop helicopter 🤣 teargas imagine normal citizens face hands police everyday ask endsars,negative,0.8457254767417908
9540,WeFitFight,2018-07-08 08:37:46+00:00,"Nigeria is a country where the show police officers refusing money on the road on television but try stepping out of your house,you see one officer collecting 50naira and be shining teeth @reformpolice,@EndSars,@PoliceNG https://t.co/EleqhEKway",nigeria country police officers refusing money road television try stepping houseyou officer collecting 50naira shining teeth reformpoliceendsarspoliceng,negative,0.7861093878746033
9541,barondevauls,2018-07-06 12:48:58+00:00,"@segalink @PoliceNG The @EndSars handle has been suspended.... Can't view it

Why?",segalink policeng endsars handle suspended cant view,negative,0.9999551773071289
9542,DasheRobni,2018-07-06 06:13:49+00:00,"@segalink @EndSars @citizen_gavel @AbdulMahmud01 😠 planting evidence? @PoliceNG Do not understand the trends by a mile, even now that's it's staring them in the face. Angela will get justice no matter the antics they deploy. #Justice4Angela #EndSARS  #ReformPoliceNG #enoughisenough #StopTheKillings",segalink endsars citizengavel abdulmahmud01  planting evidence policeng understand trends mile thats staring face angela justice matter antics deploy justice4angela endsars reformpoliceng enoughisenough stopthekillings,positive,0.8540474772453308
9543,Rayonlucid,2018-07-05 19:17:45+00:00,"@segalink @EndSars @citizen_gavel @AbdulMahmud01 Why will government give this mindless beings permission to carry  rifles when they know they are hungry
    I saw a ""police man"" collecting 50 from a napep rider in my area.   What else could have driven him to do so if not hunger @PoliceNG",segalink endsars citizengavel abdulmahmud01 government mindless beings permission carry rifles know hungry saw police man collecting 50 napep rider area driven hunger policeng,negative,0.9830514192581177
9544,tsdsherif3,2018-07-05 09:57:52+00:00,"@segalink @EndSars @citizen_gavel @AbdulMahmud01 Dis madness needs to end,d police is a menace to d citizen,dey get used on matters dat are civil dey jump in,escalate it way beyond wht it is nd most times arrest nd kill innocents.D reform is needed nw nd d killers of Angela nd beaters of d lawyer brought to book #ReformPoliceNG",segalink endsars citizengavel abdulmahmud01 dis madness needs endd police menace d citizendey matters dat civil dey jump inescalate way wht nd times arrest nd kill innocentsd reform needed nw nd d killers angela nd beaters d lawyer brought book reformpoliceng,negative,0.7543370127677917
9545,j_butney,2018-07-05 09:33:14+00:00,@segalink @EndSars @citizen_gavel @AbdulMahmud01 Thank you sir for this.  The madness must end,segalink endsars citizengavel abdulmahmud01 thank sir madness end,positive,0.9499773979187012
9546,clevajay,2018-07-05 09:32:09+00:00,"@segalink @EndSars @citizen_gavel @AbdulMahmud01 These are scary times in Nigeria. A responsible country will not keep quiet at the killing of its youth, one after the other. The youths were supposed to be the future of the country.",segalink endsars citizengavel abdulmahmud01 scary times nigeria responsible country quiet killing youth youths supposed future country,negative,0.9828784465789795
9547,theMharcqk,2018-07-05 08:30:50+00:00,"@segalink @EndSars @citizen_gavel @AbdulMahmud01 This girl only had alchy... it was confirmed... the weed thing is a hoax, cos the guy in whose car she was shot had all the time in world to do away with the weed if ever there was any on them",segalink endsars citizengavel abdulmahmud01 girl alchy confirmed weed thing hoax cos guy car shot time world away weed,negative,0.9950177073478699
9548,Nigeriacomedy,2018-07-05 08:24:00+00:00,@sirbalo_clinic @nysc @endsars @AYCOMEDIAN @markangelcomedy https://t.co/DDkvXBhtA8,sirbaloclinic nysc endsars aycomedian markangelcomedy,negative,0.9629791975021362
9549,orobsuwa,2018-07-05 08:21:03+00:00,@segalink @EndSars @citizen_gavel @AbdulMahmud01 Before they saw weed as they claimed that means the police officer was already in control of the situations if that's the case so why did you shoot at someone not a threat to your life ..that's what they all do after we accuse the whites of racism ..when our own kill us daily.,segalink endsars citizengavel abdulmahmud01 saw weed claimed means police officer control situations thats case shoot threat life thats accuse whites racism kill daily,negative,0.9997934699058533
